orgid,organization,lat,long,accuracy,address_type,formatted_address,AB_nonprofit_flag,Calgary_Foundation_flag,CRA_donee_flag,Google_Place_flag,Postal Code,street,quadrant,calgary_ward_2017_label,ahs_local_code,AHS_Local_Name,CFSAUID,FSA_id,CFSAUID_EDIT_add_lowercase,comm_code,community_name,CTUID
461,SUNSHINE COAST HEALTH CENTRE,51.0688791,-114.1165059,establishment,"establishment,health,point_of_interest","1816 Crowchild Trail NW #700, Calgary, AB T2M 3Y7, Canada",N,N,N,Y,T2M3Y7,1816 Crowchild Trail NW #700,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,BNF,BANFF TRAIL,8250065.00
462,SUPPORTED LIFESTYLES LTD.,51.0556977,-113.9853517,establishment,"establishment,health,point_of_interest","495 36 St NE #210, Calgary, AB T2A 6K3, Canada",Y,N,N,Y,T2A6K3,495 36 St NE #210,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,FRA,FRANKLIN,8250039.00
463,SUPPORTING WELLNESS PSYCHOLOGICAL AND FAMILY SERVICES,50.9736516,-114.0726534,establishment,"establishment,health,point_of_interest","8989 Macleod Trail SW #409, Calgary, AB T2H 0M2, Canada",N,N,N,Y,T2H0M2,8989 Macleod Trail SW #409,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,HAY,HAYSBORO,8250010.00
464,SWEDISH LANGUAGE SCHOOL,51.0626852,-114.123638,establishment,"establishment,point_of_interest","2634 12 Ave NW, Calgary, AB T2N 1K7, Canada",N,N,N,Y,T2N1K7,2634 12 Ave NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,STA,ST. ANDREWS HEIGHTS,8250055.00
468,TD PSYCHOLOGY,51.0463532,-114.0712701,establishment,"establishment,health,point_of_interest","421 7 Ave SW #3000, Calgary, AB T2P 4K9, Canada",N,N,N,Y,T2P4K9,421 7 Ave SW #3000,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
469,THE ALEX,51.0495828,-113.9950775,establishment,"establishment,health,point_of_interest","2840 2 Ave SE, Calgary, AB T2A 7X9, Canada",N,Y,Y,N,T2A7X9,2840 2 Ave SE,SE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,MER,MERIDIAN,8250039.00
470,"THE ALEX, PATHWAYS TO HOUSING",51.0495472,-113.9947978,establishment,"establishment,point_of_interest","2840 2 Ave SE #102, Calgary, AB T2A 7X9, Canada",N,N,N,Y,T2A7X9,2840 2 Ave SE #102,SE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,MER,MERIDIAN,8250039.00
471,THE BRENDA STRAFFORD FOUNDATION,51.068057,-114.162346,establishment,"establishment,point_of_interest","4628 Montgomery Blvd NW, Calgary, AB T3B 0K7, Canada",N,Y,Y,Y,T3B0K7,4628 Montgomery Blvd NW,NW,WARD 7,Z2.1.E.05,CALGARY - WEST BOW,T3B,156,T3B,MON,MONTGOMERY,8250053.00
472,THE CALGARY BRIDGE FOUNDATION FOR YOUTH,51.0005506,-114.0708994,establishment,"establishment,point_of_interest","5920 Macleod Trail SW #620, Calgary, AB T2H 0K2, Canada",Y,Y,Y,N,T2H0K2,5920 Macleod Trail SW #620,SW,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2H,35,T2H,MNI,MANCHESTER INDUSTRIAL,8250030.00
473,THE CHILDREN’S LINK SOCIETY,50.9745169,-114.0730822,establishment,"establishment,point_of_interest","8855 Macleod Trail SW, Calgary, AB T2H 0M2, Canada",N,Y,Y,N,T2H0M2,8855 Macleod Trail SW,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,HAY,HAYSBORO,8250010.00
474,"THE CHILDREN'S COTTAGE SOCIETY OF CALGARY, AN ALBERTA SOCIETY",51.050571,-114.042676,establishment,"establishment,point_of_interest","845 McDougall Rd NE, Calgary, AB T2E 5A5, Canada",Y,Y,Y,Y,T2E5A5,845 McDougall Rd NE,NE,WARD 9,Z2.1.F.06,CALGARY - CENTRE NORTH,T2E,4,T2E,BRD,BRIDGELAND/RIVERSIDE,8250041.00
475,THE DOORWAY,51.0293607,-114.0300446,establishment,"establishment,point_of_interest","2808 Ogden Rd SE Bay 10, Calgary, AB T2G 4R7, Canada",N,Y,Y,N,T2G4R7,2808 Ogden Rd SE Bay 10,SE,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,AYB,ALYTH/BONNYBROOK,8250032.00
476,THE EDUCATIONAL PARTNERSHIP FOUNDATION,51.0430098,-114.0747111,establishment,"establishment,point_of_interest","602 11 Ave SW Suite 412, Calgary, AB T2R 1M7, Canada",Y,Y,Y,N,T2R1M7,602 11 Ave SW Suite 412,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
477,THE FURTHER EDUCATION SOCIETY OF ALBERTA,51.1003084,-114.0375817,establishment,"establishment,point_of_interest","5421 11 St NE #100, Calgary, AB T2E 6M4, Canada",Y,Y,Y,N,T2E6M4,5421 11 St NE #100,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SKE,SKYLINE EAST,8250061.00
478,THE IMMIGRANT EDUCATION SOCIETY - TIES FOREST LAWN,51.038545,-113.9762283,establishment,"establishment,point_of_interest","1723 40 St SE, Calgary, AB T2A 7Y3, Canada",N,N,N,Y,T2A7Y3,1723 40 St SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2A,174,T2A,FLN,FOREST LAWN,8250037.00
479,THE IMMIGRANT EDUCATION SOCIETY - TIES WESTWINDS,51.1069008,-113.972303,establishment,"establishment,point_of_interest","32 Westwinds Crescent NE #311, Calgary, AB T3J 5L3, Canada",N,N,N,Y,T3J5L3,32 Westwinds Crescent NE #311,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,WES,WESTWINDS,8250038.31
480,THE IMMIGRANT EDUCATION SOCIETY - TIES WHITEHORN,51.086986,-113.988282,establishment,"establishment,point_of_interest","3820 32 St NE, Calgary, AB T1Y 7L9, Canada",N,N,N,Y,T1Y7L9,3820 32 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,HOR,HORIZON,8250038.31
481,THE IMMIGRANT EDUCATION SOCIETY (TIES),51.038545,-113.9762283,establishment,"establishment,point_of_interest","1723 40 St SE, Calgary, AB T2A 7Y3, Canada",Y,Y,N,N,T2A7Y3,1723 40 St SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2A,174,T2A,FLN,FOREST LAWN,8250037.00
482,THE MUSTARD SEED,51.0425307,-114.0637795,church,"church,establishment,place_of_worship,point_of_interest","102 11 Avenue Southeast, Calgary, AB T2G 0X5, Canada",N,Y,Y,Y,T2G0X5,102 11 Avenue Southeast,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
483,THE MUSTARD SEED SHELTER,50.9932313,-113.9706596,establishment,"establishment,point_of_interest","7025 44 St SE, Calgary, AB T2C 4E8, Canada",N,N,Y,Y,T2C4E8,7025 44 St SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2Z,154,T2Z,FHI,FOOTHILLS,8250002.04
484,THE PREP PROGRAM,51.0635825,-114.1081506,establishment,"establishment,point_of_interest","2004 12 Ave NW, Calgary, AB T2N 1J7, Canada",N,Y,Y,Y,T2N1J7,2004 12 Ave NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,8250055.00
485,THE REHABILITATION SOCIETY OF CALGARY,51.0489475,-114.0366726,establishment,"establishment,point_of_interest","7 11 St NE, Calgary, AB T2E 4Z2, Canada",N,N,Y,Y,T2E4Z2,7 11 St NE,NE,WARD 9,Z2.1.F.06,CALGARY - CENTRE NORTH,T2E,4,T2E,BRD,BRIDGELAND/RIVERSIDE,8250041.00
487,THE S.H.A.R.P. FOUNDATION,51.0297068,-114.0978297,establishment,"establishment,point_of_interest","5717 2 St SW, Calgary, AB T2H 0A1, Canada",N,Y,Y,Y,T2H0A1,5717 2 St SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T2T,111,T2T,SOC,SOUTH CALGARY,8250024.00
488,THE SALVATION ARMY,51.0368854,-113.9810688,establishment,"establishment,point_of_interest","3720 19 Ave SE, Calgary, AB T2B 0A9, Canada",N,N,Y,Y,T2B0A9,3720 19 Ave SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2B,2,T2B,FLN,FOREST LAWN,8250036.02
489,THE SLEEP MOMMA,51.058914,-114.1115633,establishment,"establishment,health,point_of_interest","2217 7 Ave NW, Calgary, AB T2N 0Z9, Canada",N,N,N,Y,T2N0Z9,2217 7 Ave NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,WHL,WEST HILLHURST,8250056.00
490,THE VETERANS FOOD BANK OF CALGARY,51.092528,-114.0483238,establishment,"establishment,food,point_of_interest","4619 6 St NE #1, Calgary, AB T2E 7C3, Canada",N,N,N,Y,T2E7C3,4619 6 St NE #1,NE,WARD 4,Z2.1.C.03,CALGARY - NOSEHILL,T2E,4,T2E,GRI,GREENVIEW INDUSTRIAL PARK,8250061.00
492,TRANSFORMATION FINE ART- BY APPOINTMENT,51.0449475,-114.0658197,art_gallery,"art_gallery,establishment,point_of_interest","815 1 St SW #202, Calgary, AB T2P 1N3, Canada",N,N,N,Y,T2P1N3,815 1 St SW #202,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
493,TRICO CHARITABLE FOUNDATION,51.0426379,-114.084256,establishment,"establishment,point_of_interest","1003 11 Ave SW, Calgary, AB T2R 0G1, Canada",Y,N,N,Y,T2R0G1,1003 11 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
494,TRINITY PLACE FOUNDATION OF ALBERTA,51.0470604,-114.0601846,establishment,"establishment,health,point_of_interest","602 1 St SE, Calgary, AB T2G 4W4, Canada",Y,Y,Y,Y,T2G4W4,602 1 St SE,SE,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,DNC,DOWNTOWN COMMERCIAL CORE,8250042.00
495,TRIWOOD COMMUNITY ASSOCIATION,51.0863197,-114.1117448,establishment,"establishment,gym,health,point_of_interest,school","2244 Chicoutimi Dr NW, Calgary, AB T2L 0W1, Canada",Y,N,Y,Y,T2L0W1,2244 Chicoutimi Dr NW,NW,WARD 4,Z2.1.C.03,CALGARY - NOSEHILL,T2L,39,T2L,CHW,CHARLESWOOD,8250070.00
496,UC BABY 3D ULTRASOUND,51.038013,-114.082535,establishment,"establishment,health,point_of_interest","908 17 Ave SW #113, Calgary, AB T2T 0A3, Canada",N,N,N,Y,T2T0A3,908 17 Ave SW #113,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
497,ULTIMATE WHEELCHAIR SPORTS FOUNDATION,51.073722,-114.126131,establishment,"establishment,local_government_office,point_of_interest","2424 University Dr NW, Calgary, AB T2N 3Y9, Canada",Y,Y,Y,N,T2N3Y9,2424 University Dr NW,NW,WARD 7,Z2.1.D.04,CALGARY - LOWER NW,T2N,105,T2N,UOC,UNIVERSITY OF CALGARY,8250066.01
498,UNIVERSAL REHABILITATION SERVICE AGENCY (URSA),51.058267,-114.018955,establishment,"establishment,health,point_of_interest","808 Manning Rd NE, Calgary, AB T2E 7N8, Canada",N,Y,Y,N,T2E7N8,808 Manning Rd NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2E,4,T2E,MLI,MAYLAND,8250040.00
499,UNIVERSITY HEALTH SERVICES,51.0753362,-114.1292481,establishment,"establishment,health,hospital,point_of_interest","2500 University Dr NW, Calgary, AB T2N 1N4, Canada",N,N,N,Y,T2N1N4,2500 University Dr NW,NW,WARD 7,Z2.1.D.04,CALGARY - LOWER NW,T2N,105,T2N,UOC,UNIVERSITY OF CALGARY,8250066.01
500,UNIVERSITY OF CALGARY,51.0745141,-114.1284117,establishment,"establishment,point_of_interest,university","24 Ave NW, Calgary, AB T2N, Canada",N,N,Y,Y,T2N,24 Ave NW,NW,WARD 7,Z2.1.D.04,CALGARY - LOWER NW,T2N,105,T2N,UOC,UNIVERSITY OF CALGARY,8250066.01
501,UNIVERSITY OF CALGARY CAREER SERVICES,51.0785006,-114.131718,establishment,"establishment,point_of_interest","402 Collegiate Blvd NW, Calgary, AB T2N 1N4, Canada",N,N,N,Y,T2N1N4,402 Collegiate Blvd NW,NW,WARD 7,Z2.1.D.04,CALGARY - LOWER NW,T2N,105,T2N,UOC,UNIVERSITY OF CALGARY,8250066.01
502,UNLOCKING POTENTIAL (UP) FOUNDATION,51.0435606,-114.0769069,establishment,"establishment,health,point_of_interest","707 10 Ave SW #250, Calgary, AB T2R 0B3, Canada",N,N,N,Y,T2R0B3,707 10 Ave SW #250,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
503,URBAN SOCIETY FOR ABORIGINAL YOUTH,51.0587615,-114.0198903,establishment,"establishment,point_of_interest","811 Manning Rd NE #211, Calgary, AB T2E 7L4, Canada",Y,Y,Y,N,T2E7L4,811 Manning Rd NE #211,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2E,4,T2E,MLI,MAYLAND,8250040.00
504,VARSITY COMMUNITY ASSOCIATION,51.0920903,-114.1490595,establishment,"establishment,point_of_interest","4303 Varsity Dr NW, Calgary, AB T3A 0Z7, Canada",Y,N,Y,N,T3A0Z7,4303 Varsity Dr NW,NW,WARD 1,Z2.1.D.04,CALGARY - LOWER NW,T3A,155,T3A,VAR,VARSITY,8250066.02
505,VCA CANADA CALGARY ANIMAL REFERRAL & EMERGENCY CENTRE,50.9913223,-114.0369839,establishment,"establishment,point_of_interest,veterinary_care","7140 12 St SE, Calgary, AB T2H 2Y4, Canada",N,N,N,Y,T2H2Y4,7140 12 St SE,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,EFV,EAST FAIRVIEW INDUSTRIAL,8250003.00
506,VECOVA CENTRE FOR DISABILITY SERVICES AND RESEARCH,51.0818006,-114.1324893,establishment,"establishment,point_of_interest","3304 33 St NW, Calgary, AB T2L 2A6, Canada",Y,Y,Y,N,T2L2A6,3304 33 St NW,NW,WARD 1,Z2.1.D.04,CALGARY - LOWER NW,T2L,39,T2L,VAR,VARSITY,8250066.02
507,"VERLYNE CHRISTENSEN, M.SC. REGISTERED PSYCHOLOGIST",51.0229889,-114.0957643,establishment,"establishment,health,point_of_interest","1519 34 Ave SW #1, Calgary, AB T2T 2B1, Canada",N,N,N,Y,T2T2B1,1519 34 Ave SW #1,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T2T,111,T2T,ALT,ALTADORE,8250024.00
508,VETERANS ASSOCIATION FOOD BANK,51.0587368,-113.9917816,establishment,"establishment,point_of_interest","820 28 St NE, Calgary, AB T2A 6K4, Canada",Y,N,Y,Y,T2A6K4,820 28 St NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,FRA,FRANKLIN,8250039.00
509,VICKY ROUBEKAS PSYCHOLOGY,51.0532127,-114.1518028,establishment,"establishment,health,point_of_interest","Wildwood, Calgary, AB T3C 0Z8, Canada",N,N,N,Y,T3C0Z8,Wildwood,SW,WARD 8,Z2.4.A.01,CALGARY - WEST,T3C,7,T3C,WLD,WILDWOOD,8250048.00
510,VIVO FOR HEALTHIER GENERATIONS,51.1594444,-114.0655555,establishment,"establishment,gym,health,point_of_interest","11950 Country Village Link NE, Calgary, AB T3K 6E3, Canada",N,Y,N,N,T3K6E3,11950 Country Village Link NE,NE,WARD 3,Z2.1.B.02,CALGARY - NORTH,T3K,158,T3K,CHV,COUNTRY HILLS VILLAGE,8250076.22
511,W.P. PUPPET THEATRE SOCIETY,51.0118856,-114.0618156,establishment,"establishment,point_of_interest","4632 1 St SE, Calgary, AB T2G 2L3, Canada",Y,Y,Y,N,T2G2L3,4632 1 St SE,SE,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,MNI,MANCHESTER INDUSTRIAL,8250032.00
513,WALT EMPLOYMENT OFFICE,50.9676867,-114.0756714,establishment,"establishment,point_of_interest","9705 Horton Rd SW b102, Calgary, AB T2V 2X4, Canada",N,N,N,Y,T2V2X4,9705 Horton Rd SW b102,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,HAY,HAYSBORO,8250010.00
514,WE CARE HEALTH SERVICES,50.9875075,-114.0286713,establishment,"establishment,health,point_of_interest","30 Glendeer Cir SE #100, Calgary, AB T2H 2Z7, Canada",N,N,N,Y,T2H2Z7,30 Glendeer Cir SE #100,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,GBP,GLENDEER BUSINESS PARK,8250003.00
515,WE CARE HOME HEALTH SERVICES,51.0501124,-113.9912137,establishment,"establishment,health,point_of_interest","2912 Memorial Dr #200, Calgary, AB T2A 6R1, Canada",N,N,N,Y,T2A6R1,2912 Memorial Dr #200,SE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,FRA,FRANKLIN,8250039.00
518,WGM PSYCHOLOGICAL SERVICES,51.0441532,-114.0819514,establishment,"establishment,health,point_of_interest","999 8 St SW #630, Calgary, AB T2R 1J5, Canada",N,N,N,Y,T2R1J5,999 8 St SW #630,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
519,"WHC, INC.",51.0454936,-114.0661311,establishment,"establishment,point_of_interest","209 8 Ave SW, Calgary, AB T2P 1B7, Canada",N,N,N,Y,T2P1B7,209 8 Ave SW,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
520,WHEATLAND CRISIS SOCIETY,51.0409623,-114.1606993,route,route,"Wheatland Ave SW, Calgary, AB T3C, Canada",N,Y,N,N,T3C,Wheatland Ave SW,SW,WARD 6,Z2.4.A.01,CALGARY - WEST,T3C,7,T3C,WGT,WESTGATE,8250049.01
521,WILDWOOD COMMUNITY ASSOCIATION,51.0519866,-114.150764,establishment,"establishment,point_of_interest,stadium","4411 Spruce Dr SW, Calgary, AB T3C 3B1, Canada",N,N,N,Y,T3C3B1,4411 Spruce Dr SW,SW,WARD 8,Z2.4.A.01,CALGARY - WEST,T3C,7,T3C,WLD,WILDWOOD,8250048.00
522,WINDMILL MICROLENDING (FORMERLY IMMIGRANT ACCESS FUND CANADA),50.990822,-114.072823,establishment,"establishment,finance,point_of_interest","7015 Macleod Trail Suite 709, Calgary, AB T2H 2K6, Canada",N,Y,N,N,T2H2K6,7015 Macleod Trail Suite 709,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,KIN,KINGSLAND,8250013.00
523,WINDMILL MICROLENDING (FORMERLY IMMIGRANT ACCESS FUND),50.990822,-114.072823,establishment,"establishment,finance,point_of_interest","7015 Macleod Trail Suite 709, Calgary, AB T2H 2K6, Canada",N,N,N,Y,T2H2K6,7015 Macleod Trail Suite 709,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,KIN,KINGSLAND,8250013.00
525,WINS FAMILY RESOURCE CENTRE - ERIN WOODS,51.0257572,-113.9667141,establishment,"establishment,health,point_of_interest","701 Erin Woods Ln SE, Calgary, AB T2B 2Y6, Canada",N,N,N,Y,T2B2Y6,701 Erin Woods Ln SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2B,2,T2B,ERI,ERIN WOODS,8250002.02
526,WINS FAMILY RESOURCE CENTRE - TEMPLE,51.0936984,-113.9551174,establishment,"establishment,health,point_of_interest","16 Templemont Ln NE, Calgary, AB T1Y 5Y3, Canada",N,N,N,Y,T1Y5Y3,16 Templemont Ln NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T1Y,172,T1Y,TEM,TEMPLE,8250038.25
1012,WINSTON HEIGHTS MOUNTVIEW COMMUNITY ASSOCIATION,51.0772575,-114.0521195,establishment,"establishment,point_of_interest","520 27 Ave NE, Calgary, AB T2E 2A6, Canada",N,N,N,Y,T2E2A6,520 27 Ave NE,NE,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2E,4,T2E,WIN,WINSTON HEIGHTS/MOUNTVIEW,8250072.00
527,WOMEN IN NEED SOCIETY OF CALGARY (WINS),51.0298918,-113.9840568,clothing_store,"clothing_store,establishment,furniture_store,home_goods_store,point_of_interest,store","3525 26 Ave SE, Calgary, AB T2B 2M9, Canada",N,Y,Y,N,T2B2M9,3525 26 Ave SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2B,2,T2B,DOV,DOVER,8250035.02
528,WOMEN'S CENTRE OF CALGARY,51.052477,-114.051913,establishment,"establishment,point_of_interest","39 4 St NE, Calgary, AB T2E 3R6, Canada",Y,N,Y,Y,T2E3R6,39 4 St NE,NE,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2E,4,T2E,CRE,CRESCENT HEIGHTS,8250059.00
491,WOOD’S HOMES,51.0653292,-114.1427921,establishment,"establishment,health,point_of_interest","805 37 St NW, Calgary, AB T2N 4N8, Canada",N,Y,Y,N,T2N4N8,805 37 St NW,NW,WARD 7,Z2.1.E.05,CALGARY - WEST BOW,T3B,156,T3B,PKD,PARKDALE,8250053.00
530,YOUTH ADDICTION SERVICES CENTRE,51.0611232,-114.101697,establishment,"establishment,health,point_of_interest","1005 17a St NW, Calgary, AB T2N 2E5, Canada",N,N,N,Y,T2N2E5,1005 17a St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,8250057.00
531,YOUTHLINK CALGARY POLICE INTERPRETIVE CENTRE,51.0986639,-113.9692,establishment,"establishment,museum,point_of_interest,tourist_attraction","5111 47 St NE, Calgary, AB T3J 3R2, Canada",N,Y,Y,N,T3J3R2,5111 47 St NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,WES,WESTWINDS,8250038.31
532,YW SHERIFF KING HOME,51.0354277,-114.0227304,establishment,"establishment,point_of_interest","2003 16 St SE, Calgary, AB T2G 5B7, Canada",N,N,N,Y,T2G5B7,2003 16 St SE,SE,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,ING,INGLEWOOD,8250034.00
534,ZANA FUND,51.0380899,-114.084657,establishment,"establishment,point_of_interest","1008 17 Ave SW #209, Calgary, AB T2T 0A5, Canada",N,N,N,Y,T2T0A5,1008 17 Ave SW #209,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
